Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita,Informazioni
10,Umbria,Femmine,97,10434,2850,273.20111,9008,0.7139633,2.574,s
10,Umbria,Femmine,98,7583,2303,303.69716,6432,0.6838134,2.353,s
10,Umbria,Femmine,99,5280,1764,334.12328,4398,0.6543726,2.161,s
10,Umbria,Femmine,100,3516,1276,362.90398,2878,0.6272186,1.995,s
10,Umbria,Femmine,101,2240,870,388.28530,1805,0.5997500,1.846,s
10,Umbria,Femmine,102,1370,575,419.80921,1083,0.5683718,1.700,s
10,Umbria,Femmine,103,795,359,451.99901,615,0.5364630,1.569,s
10,Umbria,Femmine,104,436,211,484.59163,330,0.5042804,1.450,s
10,Umbria,Femmine,105,225,116,517.31021,166,0.4720883,1.344,s
10,Umbria,Femmine,106,108,60,549.87515,79,0.4401506,1.249,s
10,Umbria,Femmine,107,49,28,582.00811,35,0.4087241,1.164,s
10,Umbria,Femmine,108,20,13,613.44803,14,0.3780464,1.087,s
10,Umbria,Femmine,109,8,5,643.95714,5,0.3483326,1.020,s
10,Umbria,Femmine,110,3,2,673.32290,2,0.3197711,0.959,s
10,Umbria,Femmine,111,1,1,701.36900,1,0.2925168,0.906,s
10,Umbria,Femmine,112,0,0,727.95729,0,0.2666903,0.858,s
10,Umbria,Femmine,113,0,0,752.98479,0,0.2423799,0.816,s
10,Umbria,Femmine,114,0,0,776.38560,0,0.2196408,0.779,s
10,Umbria,Femmine,115,0,0,798.12886,0,0.1984974,0.746,s
10,Umbria,Femmine,116,0,0,818.21474,0,0.1789470,0.716,s
10,Umbria,Femmine,117,0,0,836.66639,0,0.1609654,0.691,s
10,Umbria,Femmine,118,0,0,853.53390,0,0.1445057,0.668,s
10,Umbria,Femmine,119,0,0,868.87932,0,0.1295090,0.648,s
11,Marche,Maschi e femmine,0,100000,182,1.81977,99829,0.9997736,83.788,s
11,Marche,Maschi e femmine,1,99818,24,0.23782,99806,0.9997863,82.940,s
11,Marche,Maschi e femmine,2,99794,19,0.18948,99785,0.9998330,81.960,s
11,Marche,Maschi e femmine,3,99775,14,0.14447,99768,0.9998732,80.975,s
11,Marche,Maschi e femmine,4,99761,11,0.10921,99756,0.9999007,79.987,s
11,Marche,Maschi e femmine,5,99750,9,0.08936,99746,0.9999123,78.995,s
11,Marche,Maschi e femmine,6,99741,9,0.08613,99737,0.9999156,78.002,s
11,Marche,Maschi e femmine,7,99733,8,0.08264,99728,0.9999216,77.009,s
11,Marche,Maschi e femmine,8,99724,7,0.07417,99721,0.9999365,76.015,s
11,Marche,Maschi e femmine,9,99717,5,0.05284,99714,0.9999535,75.021,s
11,Marche,Maschi e femmine,10,99712,4,0.04012,99710,0.9999586,74.025,s
11,Marche,Maschi e femmine,11,99708,4,0.04262,99706,0.9999440,73.028,s
11,Marche,Maschi e femmine,12,99703,7,0.06936,99700,0.9999119,72.031,s
11,Marche,Maschi e femmine,13,99696,11,0.10688,99691,0.9998721,71.036,s
11,Marche,Maschi e femmine,14,99686,15,0.14883,99678,0.9998298,70.043,s
11,Marche,Maschi e femmine,15,99671,19,0.19160,99661,0.9997904,69.054,s
11,Marche,Maschi e femmine,16,99652,23,0.22753,99641,0.9997653,68.067,s
11,Marche,Maschi e femmine,17,99629,24,0.24195,99617,0.9997590,67.082,s
11,Marche,Maschi e femmine,18,99605,24,0.24000,99593,0.9997686,66.098,s
11,Marche,Maschi e femmine,19,99581,22,0.22278,99570,0.9997793,65.114,s
11,Marche,Maschi e femmine,20,99559,22,0.21855,99548,0.9997761,64.128,s
11,Marche,Maschi e femmine,21,99537,23,0.22915,99526,0.9997585,63.142,s
11,Marche,Maschi e femmine,22,99514,25,0.25391,99502,0.9997362,62.157,s
11,Marche,Maschi e femmine,23,99489,27,0.27366,99476,0.9997054,61.172,s
11,Marche,Maschi e femmine,24,99462,31,0.31557,99446,0.9996730,60.189,s
11,Marche,Maschi e femmine,25,99431,34,0.33850,99414,0.9996505,59.208,s
11,Marche,Maschi e femmine,26,99397,36,0.36052,99379,0.9996424,58.228,s
11,Marche,Maschi e femmine,27,99361,35,0.35471,99343,0.9996483,57.249,s
11,Marche,Maschi e femmine,28,99326,35,0.34870,99309,0.9996494,56.269,s
11,Marche,Maschi e femmine,29,99291,35,0.35251,99274,0.9996252,55.288,s
11,Marche,Maschi e femmine,30,99256,39,0.39719,99236,0.9995918,54.307,s
11,Marche,Maschi e femmine,31,99217,42,0.41927,99196,0.9995802,53.329,s
11,Marche,Maschi e femmine,32,99175,42,0.42039,99154,0.9995890,52.351,s
11,Marche,Maschi e femmine,33,99133,40,0.40156,99114,0.9995981,51.373,s
11,Marche,Maschi e femmine,34,99094,40,0.40230,99074,0.9995879,50.393,s
11,Marche,Maschi e femmine,35,99054,42,0.42192,99033,0.9995577,49.413,s
11,Marche,Maschi e femmine,36,99012,46,0.46270,98989,0.9995119,48.434,s
11,Marche,Maschi e femmine,37,98966,51,0.51356,98941,0.9994602,47.456,s
11,Marche,Maschi e femmine,38,98915,56,0.56610,98887,0.9994136,46.480,s
11,Marche,Maschi e femmine,39,98859,60,0.60668,98829,0.9993631,45.506,s
11,Marche,Maschi e femmine,40,98799,66,0.66715,98766,0.9992791,44.534,s
11,Marche,Maschi e femmine,41,98734,76,0.77477,98695,0.9991389,43.563,s
11,Marche,Maschi e femmine,42,98657,93,0.94747,98610,0.9989896,42.596,s
11,Marche,Maschi e femmine,43,98564,106,1.07334,98511,0.9988637,41.636,s
11,Marche,Maschi e femmine,44,98458,118,1.19929,98399,0.9987607,40.681,s
11,Marche,Maschi e femmine,45,98340,126,1.27943,98277,0.9987030,39.729,s
11,Marche,Maschi e femmine,46,98214,129,1.31459,98149,0.9986869,38.779,s
11,Marche,Maschi e femmine,47,98085,129,1.31151,98020,0.9986654,37.829,s
11,Marche,Maschi e femmine,48,97956,133,1.35778,97890,0.9986400,36.878,s
11,Marche,Maschi e femmine,49,97823,133,1.36220,97756,0.9985647,35.928,s
11,Marche,Maschi e femmine,50,97690,147,1.50840,97616,0.9983310,34.976,s
11,Marche,Maschi e femmine,51,97542,178,1.82976,97453,0.9980056,34.028,s
11,Marche,Maschi e femmine,52,97364,210,2.15939,97259,0.9976820,33.090,s
11,Marche,Maschi e femmine,53,97154,241,2.47705,97033,0.9973835,32.160,s
11,Marche,Maschi e femmine,54,96913,267,2.75625,96780,0.9971585,31.239,s
11,Marche,Maschi e femmine,55,96646,283,2.92697,96505,0.9970037,30.324,s
11,Marche,Maschi e femmine,56,96363,295,3.06578,96215,0.9968516,29.411,s
11,Marche,Maschi e femmine,57,96068,310,3.23123,95912,0.9966809,28.500,s
11,Marche,Maschi e femmine,58,95757,326,3.40720,95594,0.9964185,27.591,s
11,Marche,Maschi e femmine,59,95431,358,3.75640,95252,0.9958848,26.684,s
11,Marche,Maschi e femmine,60,95073,425,4.47528,94860,0.9951430,25.782,s
11,Marche,Maschi e femmine,61,94647,496,5.24050,94399,0.9945758,24.896,s
11,Marche,Maschi e femmine,62,94151,528,5.60891,93887,0.9943399,24.025,s
11,Marche,Maschi e femmine,63,93623,535,5.71163,93356,0.9941616,23.157,s
11,Marche,Maschi e femmine,64,93088,555,5.96596,92811,0.9938123,22.288,s
11,Marche,Maschi e femmine,65,92533,593,6.41069,92236,0.9931062,21.418,s
11,Marche,Maschi e femmine,66,91940,679,7.37997,91600,0.9920592,20.553,s
11,Marche,Maschi e femmine,67,91261,776,8.50585,90873,0.9910387,19.702,s
11,Marche,Maschi e femmine,68,90485,852,9.42072,90059,0.9901513,18.867,s
11,Marche,Maschi e femmine,69,89632,921,10.28076,89172,0.9893084,18.042,s
11,Marche,Maschi e femmine,70,88711,985,11.10676,88218,0.9882720,17.224,s
11,Marche,Maschi e femmine,71,87726,1084,12.35619,87184,0.9867998,16.412,s
11,Marche,Maschi e femmine,72,86642,1218,14.05479,86033,0.9851109,15.611,s
11,Marche,Maschi e femmine,73,85424,1344,15.73523,84752,0.9832122,14.826,s
11,Marche,Maschi e femmine,74,84080,1501,17.85711,83329,0.9812075,14.055,s
11,Marche,Maschi e femmine,75,82578,1630,19.74487,81763,0.9794367,13.302,s
11,Marche,Maschi e femmine,76,80948,1732,21.39825,80082,0.9769907,12.560,s
11,Marche,Maschi e femmine,77,79216,1953,24.65554,78239,0.9736808,11.823,s
11,Marche,Maschi e femmine,78,77263,2165,28.02485,76180,0.9704446,11.110,s
11,Marche,Maschi e femmine,79,75097,2338,31.13000,73928,0.9661190,10.415,s
11,Marche,Maschi e femmine,80,72760,2672,36.72045,71424,0.9605569,9.734,s
11,Marche,Maschi e femmine,81,70088,2963,42.26958,68607,0.9554730,9.086,s
11,Marche,Maschi e femmine,82,67125,3147,46.88405,65552,0.9493446,8.465,s
11,Marche,Maschi e femmine,83,63978,3494,54.61234,62231,0.9423460,7.857,s
11,Marche,Maschi e femmine,84,60484,3682,60.87128,58643,0.9344081,7.282,s
11,Marche,Maschi e femmine,85,56802,4011,70.61854,54797,0.9242567,6.721,s
11,Marche,Maschi e femmine,86,52791,4290,81.25737,50646,0.9132125,6.194,s
11,Marche,Maschi e femmine,87,48501,4501,92.80670,46251,0.9022242,5.698,s
11,Marche,Maschi e femmine,88,44000,4543,103.25316,41729,0.8895143,5.229,s
11,Marche,Maschi e femmine,89,39457,4678,118.55107,37118,0.8710286,4.774,s
11,Marche,Maschi e femmine,90,34779,4897,140.79326,32331,0.8478867,4.349,s
11,Marche,Maschi e femmine,91,29883,4939,165.28837,27413,0.8269375,3.979,s
11,Marche,Maschi e femmine,92,24943,4549,182.37613,22669,0.8065573,3.668,s
11,Marche,Maschi e femmine,93,20394,4221,206.97777,18284,0.7858945,3.375,s
11,Marche,Maschi e femmine,94,16173,3608,223.09360,14369,0.7685184,3.126,s
11,Marche,Maschi e femmine,95,12565,3044,242.27820,11043,0.7451513,2.880,s
11,Marche,Maschi e femmine,96,9521,2584,271.43852,8229,0.7183338,2.641,s
11,Marche,Maschi e femmine,97,6936,2051,295.70436,5911,0.6944582,2.438,s
11,Marche,Maschi e femmine,98,4885,1561,319.50957,4105,0.6703266,2.252,s
11,Marche,Maschi e femmine,99,3324,1146,344.60944,2752,0.6436436,2.074,s
11,Marche,Maschi e femmine,100,2179,815,374.27996,1771,0.6118281,1.902,s
11,Marche,Maschi e femmine,101,1363,559,410.37354,1084,0.5776621,1.741,s
11,Marche,Maschi e femmine,102,804,356,442.62929,626,0.5456252,1.604,s
11,Marche,Maschi e femmine,103,448,213,475.44779,342,0.5131577,1.481,s
11,Marche,Maschi e femmine,104,235,120,508.56462,175,0.4805149,1.370,s
11,Marche,Maschi e femmine,105,115,63,541.70678,84,0.4479542,1.270,s
11,Marche,Maschi e femmine,106,53,30,574.60559,38,0.4157266,1.181,s
11,Marche,Maschi e femmine,107,23,14,606.99995,16,0.3840703,1.101,s
11,Marche,Maschi e femmine,108,9,6,638.65185,6,0.3531999,1.030,s
11,Marche,Maschi e femmine,109,3,2,669.34970,2,0.3233051,0.966,s
11,Marche,Maschi e femmine,110,1,1,698.90947,1,0.2945479,0.909,s
11,Marche,Maschi e femmine,111,0,0,727.18188,0,0.2670587,0.858,s
11,Marche,Maschi e femmine,112,0,0,754.05219,0,0.2409374,0.813,s
11,Marche,Maschi e femmine,113,0,0,779.43447,0,0.2162579,0.773,s
11,Marche,Maschi e femmine,114,0,0,803.27225,0,0.1930679,0.737,s
11,Marche,Maschi e femmine,115,0,0,825.53568,0,0.1713920,0.705,s
11,Marche,Maschi e femmine,116,0,0,846.21830,0,0.1512343,0.677,s
11,Marche,Maschi e femmine,117,0,0,865.33041,0,0.1325837,0.652,s
11,Marche,Maschi e femmine,118,0,0,882.90550,0,0.1154088,0.630,s
11,Marche,Maschi e femmine,119,0,0,898.98755,0,0.0996682,0.611,s
11,Marche,Maschi,0,100000,210,2.09743,99803,0.9997221,81.785,s
11,Marche,Maschi,1,99790,31,0.30795,99775,0.9997381,80.956,s
11,Marche,Maschi,2,99760,22,0.21594,99749,0.9998195,79.980,s
11,Marche,Maschi,3,99738,14,0.14506,99731,0.9998801,78.998,s
11,Marche,Maschi,4,99724,9,0.09475,99719,0.9999190,78.009,s
11,Marche,Maschi,5,99714,7,0.06717,99711,0.9999375,77.016,s
11,Marche,Maschi,6,99707,6,0.05778,99704,0.9999429,76.021,s
11,Marche,Maschi,7,99702,6,0.05638,99699,0.9999433,75.026,s
11,Marche,Maschi,8,99696,6,0.05711,99693,0.9999450,74.030,s
11,Marche,Maschi,9,99690,5,0.05283,99688,0.9999496,73.034,s
11,Marche,Maschi,10,99685,5,0.04790,99683,0.9999553,72.038,s
11,Marche,Maschi,11,99680,4,0.04143,99678,0.9999565,71.042,s
11,Marche,Maschi,12,99676,5,0.04566,99674,0.9999414,70.044,s
11,Marche,Maschi,13,99672,7,0.07156,99668,0.9999023,69.048,s
11,Marche,Maschi,14,99664,12,0.12386,99658,0.9998424,68.053,s
11,Marche,Maschi,15,99652,19,0.19124,99643,0.9997791,67.061,s
11,Marche,Maschi,16,99633,25,0.25057,99621,0.9997392,66.074,s
11,Marche,Maschi,17,99608,27,0.27109,99595,0.9997291,65.090,s
11,Marche,Maschi,18,99581,27,0.27073,99568,0.9997338,64.108,s
11,Marche,Maschi,19,99554,26,0.26174,99541,0.9997281,63.125,s
11,Marche,Maschi,20,99528,28,0.28216,99514,0.9996990,62.141,s
11,Marche,Maschi,21,99500,32,0.31991,99484,0.9996551,61.159,s
11,Marche,Maschi,22,99468,37,0.36981,99450,0.9996156,60.178,s
11,Marche,Maschi,23,99431,40,0.39892,99412,0.9995676,59.200,s
11,Marche,Maschi,24,99392,46,0.46593,99369,0.9995169,58.224,s
11,Marche,Maschi,25,99345,50,0.50034,99321,0.9994791,57.250,s
11,Marche,Maschi,26,99296,54,0.54141,99269,0.9994634,56.279,s
11,Marche,Maschi,27,99242,53,0.53176,99216,0.9994788,55.309,s
11,Marche,Maschi,28,99189,51,0.51074,99164,0.9995031,54.338,s
11,Marche,Maschi,29,99138,48,0.48304,99115,0.9994961,53.366,s
11,Marche,Maschi,30,99091,52,0.52475,99065,0.9994750,52.391,s
11,Marche,Maschi,31,99039,52,0.52517,99013,0.9994758,51.419,s
11,Marche,Maschi,32,98987,52,0.52320,98961,0.9994877,50.445,s
11,Marche,Maschi,33,98935,50,0.50132,98910,0.9994975,49.471,s
11,Marche,Maschi,34,98885,50,0.50367,98860,0.9994942,48.496,s
11,Marche,Maschi,35,98835,50,0.50790,98810,0.9994707,47.520,s
11,Marche,Maschi,36,98785,54,0.55070,98758,0.9994337,46.544,s
11,Marche,Maschi,37,98731,57,0.58193,98702,0.9993859,45.569,s
11,Marche,Maschi,38,98673,64,0.64625,98641,0.9993150,44.596,s
11,Marche,Maschi,39,98610,71,0.72371,98574,0.9992234,43.624,s
11,Marche,Maschi,40,98538,82,0.82951,98497,0.9990969,42.655,s
11,Marche,Maschi,41,98456,96,0.97676,98408,0.9988937,41.690,s
11,Marche,Maschi,42,98360,122,1.23603,98300,0.9986841,40.731,s
11,Marche,Maschi,43,98239,137,1.39594,98170,0.9985234,39.780,s
11,Marche,Maschi,44,98102,153,1.55740,98025,0.9983973,38.835,s
11,Marche,Maschi,45,97949,161,1.64804,97868,0.9983464,37.895,s
11,Marche,Maschi,46,97787,162,1.65918,97706,0.9983685,36.957,s
11,Marche,Maschi,47,97625,157,1.60369,97547,0.9983578,36.017,s
11,Marche,Maschi,48,97469,164,1.68074,97387,0.9983103,35.075,s
11,Marche,Maschi,49,97305,165,1.69859,97222,0.9981853,34.133,s
11,Marche,Maschi,50,97139,188,1.93107,97046,0.9978688,33.190,s
11,Marche,Maschi,51,96952,226,2.33177,96839,0.9974389,32.253,s
11,Marche,Maschi,52,96726,270,2.79106,96591,0.9969972,31.327,s
11,Marche,Maschi,53,96456,310,3.21518,96301,0.9966181,30.414,s
11,Marche,Maschi,54,96146,341,3.54914,95975,0.9963657,29.510,s
11,Marche,Maschi,55,95804,356,3.71969,95626,0.9961988,28.614,s
11,Marche,Maschi,56,95448,371,3.88298,95263,0.9960360,27.718,s
11,Marche,Maschi,57,95078,385,4.04533,94885,0.9958464,26.825,s
11,Marche,Maschi,58,94693,404,4.26225,94491,0.9955139,25.932,s
11,Marche,Maschi,59,94289,444,4.71088,94067,0.9948586,25.040,s
11,Marche,Maschi,60,93845,523,5.57402,93584,0.9939527,24.157,s
11,Marche,Maschi,61,93322,609,6.52319,93018,0.9931788,23.289,s
11,Marche,Maschi,62,92713,660,7.12122,92383,0.9927678,22.439,s
11,Marche,Maschi,63,92053,676,7.34404,91715,0.9923965,21.596,s
11,Marche,Maschi,64,91377,719,7.86491,91018,0.9917661,20.752,s
11,Marche,Maschi,65,90658,780,8.60573,90268,0.9907571,19.913,s
11,Marche,Maschi,66,89878,888,9.88554,89434,0.9895148,19.081,s
11,Marche,Maschi,67,88990,987,11.09086,88496,0.9882548,18.267,s
11,Marche,Maschi,68,88003,1092,12.40694,87457,0.9870607,17.466,s
11,Marche,Maschi,69,86911,1171,13.47837,86325,0.9860541,16.679,s
11,Marche,Maschi,70,85739,1236,14.41982,85121,0.9848554,15.900,s
11,Marche,Maschi,71,84503,1342,15.88000,83832,0.9830668,15.126,s
11,Marche,Maschi,72,83161,1497,18.00346,82413,0.9810262,14.362,s
11,Marche,Maschi,73,81664,1630,19.96197,80849,0.9786577,13.616,s
11,Marche,Maschi,74,80034,1821,22.75073,79123,0.9760679,12.883,s
11,Marche,Maschi,75,78213,1966,25.14099,77230,0.9738976,12.171,s
11,Marche,Maschi,76,76247,2065,27.08864,75214,0.9709104,11.472,s
11,Marche,Maschi,77,74181,2310,31.14634,73026,0.9667943,10.778,s
11,Marche,Maschi,78,71871,2539,35.33130,70601,0.9629203,10.108,s
11,Marche,Maschi,79,69331,2696,38.89218,67983,0.9578675,9.460,s
11,Marche,Maschi,80,66635,3032,45.50392,65119,0.9508076,8.822,s
11,Marche,Maschi,81,63603,3375,53.05677,61916,0.9442545,8.219,s
11,Marche,Maschi,82,60228,3528,58.58494,58464,0.9370202,7.652,s
11,Marche,Maschi,83,56700,3836,67.64807,54782,0.9292352,7.097,s
11,Marche,Maschi,84,52864,3918,74.10775,50905,0.9213506,6.575,s
11,Marche,Maschi,85,48947,4090,83.55445,46902,0.9101753,6.062,s
11,Marche,Maschi,86,44857,4336,96.66664,42689,0.8963846,5.569,s
11,Marche,Maschi,87,40521,4510,111.30782,38266,0.8838790,5.111,s
11,Marche,Maschi,88,36010,4377,121.53702,33822,0.8711543,4.689,s
11,Marche,Maschi,89,31634,4339,137.16556,29464,0.8518191,4.268,s
11,Marche,Maschi,90,27295,4393,160.94743,25098,0.8242949,3.867,s
11,Marche,Maschi,91,22902,4427,193.29363,20688,0.7967045,3.513,s
11,Marche,Maschi,92,18475,3985,215.69399,16482,0.7722898,3.235,s
11,Marche,Maschi,93,14490,3522,243.03096,12729,0.7495297,2.987,s
11,Marche,Maschi,94,10968,2855,260.29812,9541,0.7360698,2.786,s
11,Marche,Maschi,95,8113,2181,268.84046,7023,0.7172108,2.590,s
11,Marche,Maschi,96,5932,1791,301.86665,5037,0.6859276,2.359,s
11,Marche,Maschi,97,4141,1373,331.55592,3455,0.6558514,2.163,s
11,Marche,Maschi,98,2768,1005,362.98738,2266,0.6255524,1.987,s
11,Marche,Maschi,99,1763,692,392.43823,1417,0.5962629,1.835,s
11,Marche,Maschi,100,1071,452,422.33413,845,0.5679068,1.697,s
11,Marche,Maschi,101,619,278,448.98711,480,0.5386621,1.572,s
11,Marche,Maschi,102,341,165,483.75252,259,0.5042351,1.446,s
11,Marche,Maschi,103,176,91,519.03345,130,0.4694399,1.332,s
11,Marche,Maschi,104,85,47,554.52557,61,0.4345701,1.230,s
11,Marche,Maschi,105,38,22,589.90797,27,0.3999263,1.138,s
11,Marche,Maschi,106,15,10,624.86268,11,0.3658034,1.057,s
11,Marche,Maschi,107,6,4,659.07794,4,0.3324838,0.984,s
11,Marche,Maschi,108,2,1,692.26746,1,0.3002255,0.919,s
11,Marche,Maschi,109,1,0,724.16922,0,0.2692603,0.862,s
11,Marche,Maschi,110,0,0,754.56025,0,0.2397844,0.811,s
11,Marche,Maschi,111,0,0,783.25750,0,0.2119567,0.766,s
11,Marche,Maschi,112,0,0,810.12387,0,0.1858965,0.726,s
11,Marche,Maschi,113,0,0,835.06264,0,0.1616868,0.692,s
11,Marche,Maschi,114,0,0,858.02134,0,0.1393724,0.661,s
11,Marche,Maschi,115,0,0,878.98406,0,0.1189662,0.634,s
11,Marche,Maschi,116,0,0,897.97115,0,0.1004496,0.611,s
11,Marche,Maschi,117,0,0,915.02936,0,0.0837801,0.591,s
11,Marche,Maschi,118,0,0,930.23068,0,0.0688932,0.574,s
11,Marche,Maschi,119,0,0,943.66359,0,0.0557089,0.559,s
11,Marche,Femmine,0,100000,153,1.52700,99856,0.9998278,85.887,s
11,Marche,Femmine,1,99847,16,0.16389,99839,0.9998373,85.018,s
11,Marche,Femmine,2,99831,16,0.16159,99823,0.9998473,84.032,s
11,Marche,Femmine,3,99815,14,0.14384,99808,0.9998659,83.045,s
11,Marche,Femmine,4,99800,12,0.12445,99794,0.9998814,82.057,s
11,Marche,Femmine,5,99788,11,0.11276,99782,0.9998856,81.067,s
11,Marche,Femmine,6,99777,12,0.11603,99771,0.9998868,80.077,s
11,Marche,Femmine,7,99765,11,0.11033,99760,0.9998988,79.086,s
11,Marche,Femmine,8,99754,9,0.09215,99750,0.9999275,78.094,s
11,Marche,Femmine,9,99745,5,0.05285,99742,0.9999576,77.102,s
11,Marche,Femmine,10,99740,3,0.03193,99738,0.9999621,76.106,s
11,Marche,Femmine,11,99737,4,0.04387,99734,0.9999309,75.108,s
11,Marche,Femmine,12,99732,9,0.09435,99727,0.9998808,74.111,s
11,Marche,Femmine,13,99723,14,0.14414,99716,0.9998404,73.118,s
11,Marche,Femmine,14,99708,17,0.17516,99700,0.9998164,72.129,s
11,Marche,Femmine,15,99691,19,0.19197,99681,0.9998024,71.141,s
11,Marche,Femmine,16,99672,20,0.20323,99662,0.9997928,70.155,s
11,Marche,Femmine,17,99652,21,0.21123,99641,0.9997906,69.169,s
11,Marche,Femmine,18,99630,21,0.20760,99620,0.9998053,68.184,s
11,Marche,Femmine,19,99610,18,0.18172,99601,0.9998334,67.198,s
11,Marche,Femmine,20,99592,15,0.15150,99584,0.9998575,66.210,s
11,Marche,Femmine,21,99577,13,0.13349,99570,0.9998674,65.220,s
11,Marche,Femmine,22,99563,13,0.13177,99557,0.9998633,64.228,s
11,Marche,Femmine,23,99550,14,0.14168,99543,0.9998506,63.237,s
11,Marche,Femmine,24,99536,16,0.15720,99528,0.9998374,62.246,s
11,Marche,Femmine,25,99520,17,0.16810,99512,0.9998309,61.255,s
11,Marche,Femmine,26,99504,17,0.17011,99495,0.9998307,60.265,s
11,Marche,Femmine,27,99487,17,0.16841,99478,0.9998267,59.276,s
11,Marche,Femmine,28,99470,18,0.17826,99461,0.9998032,58.286,s
11,Marche,Femmine,29,99452,21,0.21526,99442,0.9997608,57.296,s
11,Marche,Femmine,30,99431,26,0.26310,99418,0.9997145,56.308,s
11,Marche,Femmine,31,99405,31,0.30796,99389,0.9996898,55.323,s
11,Marche,Femmine,32,99374,31,0.31237,99359,0.9996954,54.340,s
11,Marche,Femmine,33,99343,29,0.29676,99328,0.9997037,53.356,s
11,Marche,Femmine,34,99314,29,0.29584,99299,0.9996863,52.372,s
11,Marche,Femmine,35,99284,33,0.33164,99268,0.9996490,51.388,s
11,Marche,Femmine,36,99251,37,0.37032,99233,0.9995940,50.404,s
11,Marche,Femmine,37,99215,44,0.44179,99193,0.9995381,49.423,s
11,Marche,Femmine,38,99171,48,0.48197,99147,0.9995171,48.445,s
11,Marche,Femmine,39,99123,48,0.48387,99099,0.9995097,47.468,s
11,Marche,Femmine,40,99075,49,0.49682,99050,0.9994701,46.490,s
11,Marche,Femmine,41,99026,56,0.56293,98998,0.9993960,45.513,s
11,Marche,Femmine,42,98970,64,0.64500,98938,0.9993098,44.539,s
11,Marche,Femmine,43,98906,73,0.73539,98870,0.9992201,43.567,s
11,Marche,Femmine,44,98833,81,0.82441,98793,0.9991409,42.599,s
11,Marche,Femmine,45,98752,88,0.89386,98708,0.9990759,41.633,s
11,Marche,Femmine,46,98664,94,0.95441,98617,0.9990197,40.670,s
11,Marche,Femmine,47,98569,99,1.00630,98520,0.9989865,39.709,s
11,Marche,Femmine,48,98470,101,1.02063,98420,0.9989840,38.748,s
11,Marche,Femmine,49,98370,99,1.01128,98320,0.9989605,37.787,s
11,Marche,Femmine,50,98270,105,1.06781,98218,0.9988127,36.825,s
11,Marche,Femmine,51,98165,128,1.30696,98101,0.9985954,35.864,s
11,Marche,Femmine,52,98037,147,1.50231,97963,0.9983938,34.910,s
11,Marche,Femmine,53,97890,167,1.71032,97806,0.9981780,33.962,s
11,Marche,Femmine,54,97722,189,1.93391,97628,0.9979801,33.019,s
11,Marche,Femmine,55,97533,205,2.10615,97431,0.9978365,32.082,s
11,Marche,Femmine,56,97328,216,2.22099,97220,0.9976941,31.149,s
11,Marche,Femmine,57,97112,232,2.39105,96996,0.9975414,30.217,s
11,Marche,Femmine,58,96880,245,2.52625,96757,0.9973496,29.288,s
11,Marche,Femmine,59,96635,268,2.77481,96501,0.9969391,28.361,s
11,Marche,Femmine,60,96367,323,3.34771,96205,0.9963630,27.439,s
11,Marche,Femmine,61,96044,377,3.92731,95856,0.9960040,26.529,s
11,Marche,Femmine,62,95667,389,4.06504,95472,0.9959422,25.632,s
11,Marche,Femmine,63,95278,386,4.05047,95085,0.9959545,24.734,s
11,Marche,Femmine,64,94892,383,4.04048,94700,0.9958828,23.833,s
11,Marche,Femmine,65,94509,396,4.19418,94311,0.9954727,22.928,s
11,Marche,Femmine,66,94112,458,4.86187,93884,0.9946097,22.022,s
11,Marche,Femmine,67,93655,555,5.92123,93377,0.9938143,21.127,s
11,Marche,Femmine,68,93100,601,6.45166,92800,0.9932146,20.250,s
11,Marche,Femmine,69,92500,659,7.12122,92170,0.9925135,19.378,s
11,Marche,Femmine,70,91841,721,7.85445,91480,0.9916146,18.514,s
11,Marche,Femmine,71,91119,813,8.92057,90713,0.9904259,17.656,s
11,Marche,Femmine,72,90307,924,10.23354,89845,0.9890479,16.811,s
11,Marche,Femmine,73,89382,1044,11.67806,88861,0.9875644,15.979,s
11,Marche,Femmine,74,88339,1166,13.20219,87756,0.9860717,15.162,s
11,Marche,Femmine,75,87172,1278,14.66403,86533,0.9846239,14.358,s
11,Marche,Femmine,76,85894,1383,16.09870,85203,0.9826198,13.565,s
11,Marche,Femmine,77,84511,1579,18.68258,83722,0.9799756,12.779,s
11,Marche,Femmine,78,82932,1774,21.39176,82045,0.9772261,12.012,s
11,Marche,Femmine,79,81158,1963,24.18633,80177,0.9734418,11.264,s
11,Marche,Femmine,80,79195,2296,28.98891,78048,0.9690581,10.531,s
11,Marche,Femmine,81,76900,2534,32.95311,75633,0.9650592,9.830,s
11,Marche,Femmine,82,74366,2751,36.99630,72990,0.9596384,9.148,s
11,Marche,Femmine,83,71614,3141,43.85624,70044,0.9530321,8.480,s
11,Marche,Femmine,84,68474,3439,50.22226,66754,0.9447861,7.846,s
11,Marche,Femmine,85,65035,3933,60.46947,63068,0.9351605,7.235,s
11,Marche,Femmine,86,61102,4246,69.49079,58979,0.9258636,6.668,s
11,Marche,Femmine,87,56856,4499,79.12899,54607,0.9155617,6.129,s
11,Marche,Femmine,88,52357,4723,90.20383,49996,0.9024018,5.613,s
11,Marche,Femmine,89,47634,5036,105.72580,45116,0.8840357,5.120,s
